#,Chapter,Role,Name (Country)
14,Climate Phenomena and their Relevance for Future Regional Climate Change,Contributing Author,Kevin Walsh (Australia)
14,Climate Phenomena and their Relevance for Future Regional Climate Change,Contributing Author,Bin Wang (USA)
14,Climate Phenomena and their Relevance for Future Regional Climate Change,Contributing Author,Chunzai Wang (USA)
14,Climate Phenomena and their Relevance for Future Regional Climate Change,Contributing Author,Ian Watterson (Australia)
14,Climate Phenomena and their Relevance for Future Regional Climate Change,Contributing Author,Matthew Widlansky (USA)
14,Climate Phenomena and their Relevance for Future Regional Climate Change,Contributing Author,Andrew Wittenberg (USA)
14,Climate Phenomena and their Relevance for Future Regional Climate Change,Contributing Author,Tim Woollings (UK)
14,Climate Phenomena and their Relevance for Future Regional Climate Change,Contributing Author,Sang-Wook Yeh (Republic of Korea)
14,Climate Phenomena and their Relevance for Future Regional Climate Change,Contributing Author,Chidong Zhang (USA)
14,Climate Phenomena and their Relevance for Future Regional Climate Change,Contributing Author,Lixia Zhang (China)
14,Climate Phenomena and their Relevance for Future Regional Climate Change,Contributing Author,Xiaotong Zheng (China)
14,Climate Phenomena and their Relevance for Future Regional Climate Change,Contributing Author,Liwei Zou (China)
,,,
14,Climate Phenomena and their Relevance for Future Regional Climate Change,Review Editor,John Fyfe (Canada)
14,Climate Phenomena and their Relevance for Future Regional Climate Change,Review Editor,Won-Tae Kwon (Republic of Korea)
14,Climate Phenomena and their Relevance for Future Regional Climate Change,Review Editor,Kevin Trenberth (USA)
14,Climate Phenomena and their Relevance for Future Regional Climate Change,Review Editor,David Wratt (New Zealand)
