Name,Institution,Country
"MONTZKA, Stephen A.","National Oceanic and Atmospheric Administration, Earth System Research Laboratory",USA
"MORAK, Simone",University of Reading,UK
"MORDY, Calvin","National Oceanic and Atmospheric Administration, Pacific Marine Environmental Laboratory",USA
"MORICE, Colin P.",Met Office Hadley Centre,UK
"MOTE, Philip",Oregon State University,USA
"MOTTRAM, Ruth",Danish Meteorological Institute,Denmark
"MSADEK, Rym","National Oceanic and Atmospheric Administration, Geophysical Fluid Dynamics Laboratory",USA
"MUDELSEE, Manfred",Alfred Wegener Institute for Polar and Marine Research,Germany
"MÜLLER, Stefanie",Freie Universität Berlin,Germany
"MUHS, Daniel R.",U.S. Geological Survey,USA
"MULITZA, Stefan",MARUM Center for Marine Environmental Sciences,Germany
"MUNHOVEN, Guy",Université de Liège,Belgium
"MURAKAMI, Hiroyuki",University of Hawaii,USA
"MURPHY, Daniel","National Oceanic and Atmospheric Administration, Earth System Research Laboratory",USA
"MURRAY, Tavi",Swansea University,UK
"MYHRE, Cathrine Lund",Norwegian Institute for Air Research,Norway
"MYHRE, Gunnar",Center for International Climate and Environmental Research Oslo,Norway
"MYNENI, Ranga B.",Boston University,USA
"NAIK, Vaishali","National Oceanic and Atmospheric Administration, Geophysical Fluid Dynamics Laboratory",USA
"NAISH, Tim",Victoria University of Wellington,New Zealand
"NAKAJIMA, Teruyuki",University of Tokyo,Japan
"NATH, Mary Jo","National Oceanic and Atmospheric Administration, Geophysical Fluid Dynamics Laboratory",USA
"NEELIN, J. David",University of California Los Angeles,USA
"NEREM, R. Steven",Cooperative Institute for Research in Environmental Sciences,USA
"NICHOLAS, J.P.",Ohio State University,USA
"NICK, Faezeh",UNIS - The University Centre in Svalbard,Norway
"NIELSEN, Claus J.",University of Oslo,Norway
"NIWA, Yosuke",Meteorological Research Institute,Japan
"NOJIRI, Yukihiro",National Institute for Environmental Studies,Japan
"NORBY, Richard J.",Oak Ridge National Laboratory,USA
"NORRIS, Joel R.",Scripps Institution of Oceanography,USA
"NUNN, Patrick D.",University of New England,Australia
"O’CONNOR, Fiona",Met Office Hadley Centre,UK
"O’DOWD, Colin","National University of Ireland, Galway",Ireland
"O’NEILL, Brian C.",National Center for Atmospheric Research,USA
"OLAFSSON, Jon",University of Iceland,Iceland
"OLESEN, Martin",Danish Meteorological Institute,Denmark
"ORR, James","Laboratoire des Sciences du Climat et de l’Environnement, Institut Pierre Simon Laplace",France
"ORSI, Alejandro",Texas A&M University,USA
"OSBORN, Timothy",University of East Anglia,UK
"OTTO, Alexander",University of Oxford,UK
"OTTO, Friederike",University of Oxford,UK
"OTTO-BLIESNER, Bette",National Center for Atmospheric Research,USA
"OVERDUIN, Pier Paul",Alfred Wegener Institute for Polar and Marine Research,Germany
"OVERLAND, James","National Oceanic and Atmospheric Administration, Pacific Marine Environmental Laboratory",USA
"PAINTER, Jeff",Lawrence Livermore National Laboratory,USA
"PALMER, Tim",University of Oxford,UK
"PARK, Geun-Ha",Korea Institute of Ocean Science and Technology,Republic of Korea
"PARK, Geun-Ha","National Oceanic and Atmospheric Administration, Atlantic Oceanographic and Meteorological Laboratory",USA
"PARKER, David E.",Met Office Hadley Centre,UK
"PARRENIN, Frédéric","Laboratoire de Glaciologie et Géophysique de l`Environnement, Université Joseph Fourier",France
"PATRA, Prabir",Japan Agency for Marine-Earth Science and Technology,Japan
"PATRICOLA, Christina M.",Texas A&M University,USA
"PAUL, Frank",University of Zurich,Switzerland
"PAVLOVA, Tatiana",Voeikov Main Geophysical Observatory,Russian Federation
"PAYNE, Antony J.",University of Bristol,UK
"PEARSON, Paul N.",Cardiff University,UK
"PENNER, Joyce",University of Michigan,USA
"PEREGON, Anna","Laboratoire des Sciences du Climat et de l’Environnement, Institut Pierre Simon Laplace",France
"PERLWITZ, Judith",Cooperative Institute for Research in Environmental Sciences,USA
"PERRETTE, Mahé",Potsdam Institute for Climate Impact Research,Germany
"PETERS, Glen P.",Center for International Climate and Environmental Research Oslo,Norway
"PETERS, Wouter",Wageningen University,Netherlands
"PETERSCHMITT, Jean-Yves","Laboratoire des Sciences du Climat et de l’Environnement, Institut Pierre Simon Laplace",France
"PEYLIN, Philippe","Laboratoire des Sciences du Climat et de l’Environnement, Institut Pierre Simon Laplace",France
"PFEFFER, W. Tad",University of Colorado Boulder,USA
"PHILIPPON-BERTHIER, Gwenaëlle","Laboratoire des Sciences du Climat et de l’Environnement, Institut Pierre Simon Laplace",France
"PIAO, Shilong",Peking University,China
"PIERCE, David",Scripps Institution of Oceanography,USA
"PIPER, Stephen",Scripps Institution of Oceanography,USA
"PITMAN, Andy",University of New South Wales,Australia
"PLANTON, Serge",Météo-France,France
"PLATTNER, Gian-Kasper","IPCC WGI TSU, University of Bern",Switzerland
"POLCHER, Jan","Laboratoire de Météorologie Dynamique, Institut Pierre Simon Laplace",France
"POLLARD, David",Pennsylvania State University,USA
"POLSON, Debbie",University of Edinburgh,UK
"POLYAKOV, Igor",University of Alaska Fairbanks,USA
"PONGRATZ, Julia",Max Planck Institute for Meteorology,Germany
"POULTER, Benjamin","Laboratoire des Sciences du Climat et de l’Environnement, Institut Pierre Simon Laplace",France
"POWER, Scott B.",Bureau of Meteorology,Australia
PRABHAT,Lawrence Berkeley National Laboratory,USA
"PRATHER, Michael",University of California Irvine,USA
"PROWSE, Terry",Environment Canada,Canada
"PURKEY, Sarah G.",University of Washington,USA
"QIAN, Yun",Pacific Northwest National Laboratory,USA
"QIN, Dahe","Co-Chair IPCC WGI, China Meteorological Administration",China
"QIU, Bo",University of Hawaii,USA
"QUINN, Terrence",University of Texas,USA
"RADIĆ, Valentina",University of British Columbia,Canada
"RAE, Jamie",Met Office Hadley Centre,UK
"RAHIMZADEH, Fatemeh",Islamic Republic of Iran Meteorological Organization,Iran
"RAHMSTORF, Stefan",Potsdam Institute for Climate Impact Research,Germany
"RÄISÄNEN, Jouni",University of Helsinki,Finland
"RAMASWAMY, Venkatachalam","National Oceanic and Atmospheric Administration, Geophysical Fluid Dynamics Laboratory",USA
"RAMESH, Rengaswamy",Physical Research Laboratory,India
"RANDALL, David",Colorado State University,USA
"RANDEL, William J.",National Center for Atmospheric Research,USA
"RASCH, Philip",Pacific Northwest National Laboratory,USA
"RAUSER, Florian",Max Planck Institute for Meteorology,Germany
"RAVISHANKARA, A.R.","National Oceanic and Atmospheric Administration, Earth System Research Laboratory",USA
"RAY, Suchanda",CSIR Centre for Mathematical Modelling and Computer Simulation,India
"RAYMOND, Peter A.",Yale University,USA
"RAYNAUD, Dominique","Laboratoire de Glaciologie et Géophysique de l`Environnement, Université Joseph Fourier",France
"RAYNER, Peter",University of Melbourne,Australia
"REASON, Chris",University of Cape Town,South Africa
"REICH, Katharine Davis",University of California Los Angeles,USA
"REID, Jeffrey",U.S. Naval Research Laboratory,USA
"REN, Jiawen","Cold and Arid Regions Environmental and Engineering Research Institute, Chinese Academy of Sciences",China
"RENWICK, James",Victoria University of Wellington,New Zealand
"REVERDIN, Gilles","Laboratoire d’Océanographie et du Climat, Institut Pierre Simon Laplace",France
"RHEIN, Monika",University of Bremen,Germany
"RIBES, Aurélien",Météo-France,France
"RICHTER, Andreas",University of Bremen,Germany
"RICHTER, Carolin",World Meteorological Organization,Switzerland
"RIDGWELL, Andy",University of Bristol,UK
"RIGBY, Matthew",University of Bristol,UK
"RIGNOT, Eric","National Aeronautics and Space Administration, Jet Propulsion Laboratory",USA
"RILEY, William J.",Lawrence Berkeley National Laboratory,USA
"RINGEVAL, Bruno",Utrecht University,Netherlands
"RINTOUL, Stephen R.",CSIRO Marine and Atmospheric Research,Australia
"ROBINSON, David",Rutgers University,USA
"ROBOCK, Alan",Rutgers University,USA
"RÖDENBECK, Christian",Max Planck Institute for Biogeochemistry,Germany
"RODRIGUES, Luis R.L.",Institut Català de Ciències del Clima,Spain
"RODRÍGUEZ DE FONSECA, Belén",Universidad Complutense de Madrid,Spain
"RODWELL, Mark",European Centre for Medium-Range Weather Forecasts,UK
"ROEMMICH, Dean",Scripps Institution of Oceanography,USA
"ROGELJ, Joeri",ETH Zurich,Switzerland
"ROHLING, Eelco",Australian National University,Australia
"ROJAS, Maisa",Universidad de Chile,Chile
"ROMANOU, Anastasia",Columbia University,USA
"ROTH, Raphael",University of Bern,Switzerland
"ROTSTAYN, Leon",CSIRO Marine and Atmospheric Research,Australia
"RUMMUKAINEN, Markku",Swedish Meteorological and Hydrological Institute,Sweden
"RUSTICUCCI, Matilde",Universidad de Buenos Aires,Argentina
"RUTI, Paolo","Italian National Agency for New Technologies, Energy and Sustainable Economic Development",Italy
"SABINE, Christopher","National Oceanic and Atmospheric Administration, Pacific Marine Environmental Laboratory",USA
"SAENKO, Oleg",Environment Canada,Canada
"SALZMANN, Ulrich",Northumbria University,UK
"SAMSET, Bjørn",Center for International Climate and Environmental Research Oslo,Norway
"SANTER, Benjamin D.",Lawrence Livermore National Laboratory,USA
"SARR, Abdoulaye",National Meteorological Agency of Senegal,Senegal
"SATHEESH, S.K.",Indian Institute of Science,India
"SAUNOIS, Marielle","Laboratoire des Sciences du Climat et de l’Environnement, Institut Pierre Simon Laplace",France
"SAVARINO, Joël","Laboratoire de Glaciologie et Géophysique de l`Environnement, Université Joseph Fourier",France
"SCAIFE, Adam A.",Met Office Hadley Centre,UK
"SCHÄR, Christoph",ETH Zurich,Switzerland
"SCHMIDT, Hauke",Max Planck Institute for Meteorology,Germany
"SCHMIDTKO, Sunke",University of East Anglia,UK
"SCHMITT, Raymond",Woods Hole Oceanographic Institution,USA
"SCHMITTNER, Andreas",Oregon State University,USA
"SCHOOF, Christian",University of British Columbia,Canada
"SCHULZ, Jörg",EUMETSAT,Germany
"SCHULZ, Michael",MARUM Center for Marine Environmental Sciences,Germany
"SCHULZ, Michael",Norwegian Meteorological Institute,Norway
"SCHULZWEIDA, Uwe",Max Planck Institute for Meteorology,Germany
"SCHURER, Andrew",University of Edinburgh,UK
"SCHUUR, Edward",University of Florida,USA
"SCINOCCA, John",Environment Canada,Canada
"SCREEN, James",University of Exeter,UK
"SEAGER, Richard",Columbia University,USA
"SEBBARI, Rachid",Direction de la Météorologie Nationale,Morocco
"SEDLÁČEK, Jan",ETH Zurich,Switzerland
"SEIDEL, Dian J.","National Oceanic and Atmospheric Administration, Air Resources Laboratory",USA
"SEMENOV, Vladimir",Russian Academy of Sciences,Russian Federation
"SEXTON, David",Met Office Hadley Centre,UK
"SHAFFREY, Len C.",University of Reading,UK
"SHAKUN, Jeremy",Boston College,USA
"SHAO, XueMei","Institute of Geographic Sciences and Natural Resources Research, Chinese Academy of Sciences",China
"SHARP, Martin",University of Alberta,Canada
"SHEPHERD, Theodore",University of Reading,UK
"SHERWOOD, Steven",University of New South Wales,Australia
"SHIKLOMANOV, Nikolay",George Washington University,USA
"SHIMADA, Koji",Tokyo University of Marine Science and Technology,Japan
"SHINDELL, Drew","National Aeronautics and Space Administration, Goddard Institute for Space Studies",USA
"SHINE, Keith",University of Reading,UK
"SHIOGAMA, Hideo",National Institute for Environmental Studies,Japan
"SHONGWE, Mxolisi",South African Weather Service,South Africa
"SILLMANN, Jana",Environment Canada,Canada
"SIMMONS, Adrian",European Centre for Medium-Range Weather Forecasts,UK
"SITCH, Stephen",University of Exeter,UK
"SLANGEN, Aimée",CSIRO Marine and Atmospheric Research,Australia
"SLATER, Andrew",National Snow and Ice Data Center,USA
"SMERDON, Jason",Columbia University,USA
"SMIRNOV, Dmitry",Russian Academy of Sciences,Russian Federation
"SMITH, Doug",Met Office Hadley Centre,UK
"SMITH, Sharon",Natural Resources Canada,Canada
"SMITH, Steven J.",Pacific Northwest National Laboratory,USA
"SMITH, Thomas M.","National Oceanic and Atmospheric Administration, Center for Satellite Applications and Research",USA
"SODEN, Brian J.",University of Miami,USA
"SOLMAN, Silvina",Universidad de Buenos Aires,Argentina
"SOLOMINA, Olga",Russian Academy of Sciences,Russian Federation
"SPAHNI, Renato",University of Bern,Switzerland
"SPERBER, Kenneth",Lawrence Livermore National Laboratory,USA
"STAMMER, Detlef",University of Hamburg,Germany
"STAMMERJOHN, Sharon",University of Colorado Boulder,USA
"STEFFEN, Konrad","Swiss Federal Institute for Forest, Snow and Landscape Research WSL",Switzerland
"STENDEL, Martin",Danish Meteorological Institute,Denmark
"STEPHENS, Graeme","National Aeronautics and Space Administration, Jet Propulsion Laboratory",USA
"STEPHENSON, David B.",University of Exeter,UK
"STEVENS, Bjorn",Max Planck Institute for Meteorology,Germany
"STEVENSON, David S.",University of Edinburgh,UK
"STEVENSON, Samantha",University of Hawaii,USA
"STIER, Philip",University of Oxford,UK
"STÖBER, Uwe",University of Bremen,Germany
"STOCKER, Benjamin D.",University of Bern,Switzerland
"STOCKER, Thomas F.","Co-Chair IPCC WGI, University of Bern",Switzerland
"STORELVMO, Trude",Yale University,USA
"STOTT, Peter A.",Met Office Hadley Centre,UK
"STRAMMA, Lothar",GEOMAR Helmholtz Centre for Ocean Research,Germany
"STUBENRAUCH, Claudia","Laboratoire de Météorologie Dynamique, Institut Pierre Simon Laplace",France
"SUGA, Toshio",Tohoku University,Japan
"SUTTON, Rowan",University of Reading,UK
"SWART, Neil",University of Victoria,Canada
"TAKAHASHI, Taro",Columbia University,USA
"TAKAYABU, Izuru",Meteorological Research Institute,Japan
"TAKEMURA, Toshihiko",Kyushu University,Japan
"TALLEY, Lynne D.",Scripps Institution of Oceanography,USA
"TANGANG, Fredolin",National University of Malaysia,Malaysia
"TANHUA, Toste",GEOMAR Helmholtz Centre for Ocean Research,Germany
"TANS, Pieter","National Oceanic and Atmospheric Administration, Earth System Research Laboratory",USA
"TARASOV, Pavel",Freie Universität Berlin,Germany
"TAYLOR, Karl",Lawrence Livermore National Laboratory,USA
"TEBALDI, Claudia","Climate Central, Inc.",USA
"TETT, Simon",University of Edinburgh,UK
"TEULING, Adriaan J. (Ryan)",Wageningen University,Netherlands
"THOMPSON, Rona L.",Norwegian Institute for Air Research,Norway
"THORNE, Peter W.",Nansen Environmental and Remote Sensing Center,Norway
"THORNTON, Peter",Oak Ridge National Laboratory,USA
"TIMMERMANN, Axel",University of Hawaii,USA
"TJIPUTRA, Jerry",Uni Research Norway,Norway
"TRENBERTH, Kevin",National Center for Atmospheric Research,USA
"TÜRKEŞ, Murat",Çanakkale Onsekiz Mart University,Turkey
"TURNER, John",British Antarctic Survey,UK
"UMMENHOFER, Caroline",Woods Hole Oceanographic Institution,USA
"UNNIKRISHNAN, Alakkat S.",National Institute of Oceanography,India
"VAN ANGELEN, Jan H.",Utrecht University,Netherlands
"VAN DE BERG, Willem Jan",Utrecht University,Netherlands
"VAN DE WAL, Roderik",Utrecht University,Netherlands
"VAN DEN BROEKE, Michiel",Utrecht University,Netherlands
"VAN DEN HURK, Bart",Royal Netherlands Meteorological Institute,Netherlands
"VAN DER WERF, Guido",VU University Amsterdam,Netherlands
"VAN NOIJE, Twan",Royal Netherlands Meteorological Institute,Netherlands
"VAN OLDENBORGH, Geert Jan",Royal Netherlands Meteorological Institute,Netherlands
"VAN VUUREN, Detlef",PBL Netherlands Environmental Assessment Agency,Netherlands
"VAUGHAN, David G.",British Antarctic Survey,UK
"VAUTARD, Robert","Laboratoire des Sciences du Climat et de l’Environnement, Institut Pierre Simon Laplace",France
"VAVRUS, Steve",University of Wisconsin,USA
"VECCHI, Gabriel","National Oceanic and Atmospheric Administration, Geophysical Fluid Dynamics Laboratory",USA
"VELICOGNA, Isabella",University of California Irvine,USA
"VERNIER, Jean-Paul","National Aeronautics and Space Administration, Langley Research Center",USA
"VESALA, Timo",University of Helsinki,Finland
"VINTHER, Bo M.",University of Copenhagen,Denmark
"VITERBO, Pedro",Instituto de Meteorologia,Portugal
"VIZCAÍNO, Miren",Delft University of Technology,Netherlands
"VON SCHUCKMANN, Karina",Institut Français de Recherche pour l’Exploitation de la Mer,France
"VON STORCH, Hans",University of Hamburg,Germany
"VOULGARAKIS, Apostolos",Imperial College London,UK
"WADA, Yoshihide",Utrecht University,Netherlands
"WADHAMS, Peter",University of Cambridge,UK
"WAELBROECK, Claire","Laboratoire des Sciences du Climat et de l’Environnement, Institut Pierre Simon Laplace",France
"WALSH, Kevin",University of Melbourne,Australia
"WANG, Bin",University of Hawaii,USA
"WANG, Chunzai","National Oceanic and Atmospheric Administration, Atlantic Oceanographic and Meteorological Laboratory",USA
"WANG, Fan","Institute of Oceanology, Chinese Academy of Sciences",China
"WANG, Hui-Jun","Institute of Atmospheric Physics, Chinese Academy of Sciences",China
"WANG, Junhong",National Center for Atmospheric Research,USA
"WANG, Muyin","National Oceanic and Atmospheric Administration, Joint Institute for the Study of the Atmosphere and Ocean",USA
"WANG, Xiaolan L.",Environment Canada,Canada
"WANIA, Rita",,Austria
"WANNER, Heinz",University of Bern,Switzerland
"WANNINKHOF, Rik","National Oceanic and Atmospheric Administration, Atlantic Oceanographic and Meteorological Laboratory",USA
"WARD, Daniel S.",Cornell University,USA
"WATTERSON, Ian",CSIRO Marine and Atmospheric Research,Australia
"WEAVER, Andrew J.",University of Victoria,Canada
"WEBB, Mark",Met Office Hadley Centre,UK
"WEBB, Robert","National Oceanic and Atmospheric Administration, Earth System Research Laboratory",USA
"WEHNER, Michael",Lawrence Berkeley National Laboratory,USA
"WEISHEIMER, Antje",University of Oxford,UK
"WEISS, Ray F.",Scripps Institution of Oceanography,USA
"WHITE, Neil J.",CSIRO Marine and Atmospheric Research,Australia
"WIDLANSKY, Matthew",University of Hawaii,USA
"WIJFFELS, Susan",CSIRO Marine and Atmospheric Research,Australia
"WILD, Martin",ETH Zurich,Switzerland
"WILD, Oliver",Lancaster University,UK
"WILLETT, Kate M.",Met Office Hadley Centre,UK
"WILLIAMS, Keith",Met Office Hadley Centre,UK
"WINKELMANN, Ricarda",Potsdam Institute for Climate Impact Research,Germany
"WINKER, David","National Aeronautics and Space Administration, Langley Research Center",USA
"WINTHER, Jan-Gunnar",Norwegian Polar Institute,Norway
"WITTENBERG, Andrew","National Oceanic and Atmospheric Administration, Geophysical Fluid Dynamics Laboratory",USA
"WOLF-GLADROW, Dieter",Alfred Wegener Institute for Polar and Marine Research,Germany
"WOOD, Simon N.",University of Bath,UK
"WOODWORTH, Philip L.",National Oceanography Centre,UK
"WOOLLINGS, Tim",University of Reading,UK
"WORBY, Anthony",CSIRO Marine and Atmospheric Research,Australia
"WRATT, David",National Institute of Water and Atmospheric Research,New Zealand
"WUEBBLES, Donald",University of Illinois,USA
"WYANT, Matthew",University of Washington,USA
"XIAO, Cunde","Chinese Academy of Meteorological Sciences, China Meteorological Administration",China
"XIE, Shang-Ping",Scripps Institution of Oceanography,USA
"YASHAYAEV, Igor",Bedford Institute of Oceanography,Canada
"YASUNARI, Tetsuzo",Nagoya University,Japan
"YEH, Sang-Wook",Hanyang University,Republic of Korea
"YIN, Jianjun",University of Arizona,USA
"YOKOYAMA, Yusuke",University of Tokyo,Japan
"YOSHIMORI, Masakazu",University of Tokyo,Japan
"YOUNG, Paul",Lancaster University,UK
"YU, Lisan",Woods Hole Oceanographic Institution,USA
"ZACHOS, James",University of California Santa Cruz,USA
"ZAEHLE, Sönke",Max Planck Institute for Biogeochemistry,Germany
"ZAPPA, Giuseppe",University of Reading,UK
"ZENG, Ning",University of Maryland,USA
"ZHAI, Panmao","National Climate Center, China Meteorological Administration",China
"ZHANG, Chidong",University of Miami,USA
"ZHANG, Hua","National Climate Center, China Meteorological Administration",China
"ZHANG, Jianglong",University of North Dakota,USA
"ZHANG, Lixia","Institute of Atmospheric Physics, Chinese Academy of Sciences",China
"ZHANG, Rong","National Oceanic and Atmospheric Administration, Geophysical Fluid Dynamics Laboratory",USA
"ZHANG, Tingjun",Cooperative Institute for Research in Environmental Sciences,USA
"ZHANG, Xiao-Ye","Chinese Academy of Meteorological Sciences, China Meteorological Administration",China
"ZHANG, Xuebin",Environment Canada,Canada
"ZHAO, Lin","Cold and Arid Regions Environmental and Engineering Research Institute, Chinese Academy of Sciences",China
"ZHAO, Zong-Ci","National Climate Center, China Meteorological Administration",China
"ZHENG, Xiaotong",Ocean University of China,China
"ZHOU, Tianjun","Institute of Atmospheric Physics, Chinese Academy of Sciences",China
"ZICKFELD, Kirsten",Simon Fraser University,Canada
"ZOU, Liwei","Institute of Atmospheric Physics, Chinese Academy of Sciences",China
"ZWARTZ, Dan",Victoria University of Wellington,New Zealand
"ZWIERS, Francis",University of Victoria,Canada
